Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month Number,Enrollment Month,Cancellation Year,Cancellation Month Number
585357,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,"$4,250.28",Standard,2016,10,October,,
784804,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,"$4,250.28",Standard,2015,8,August,,
719633,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$52,109.00",Divorced,Star,"$4,250.78",Standard,2016,12,December,,
715764,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,"$4,253.28",Standard,2016,8,August,,
753473,Canada,Ontario,Toronto,M2M 7K8,Female,Doctor,"$70,996.00",Single,Star,"$4,254.62",Standard,2013,7,July,,
980856,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,"$70,996.00",Single,Star,"$4,254.62",Standard,2015,2,February,,
271660,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,"$4,270.03",Standard,2015,4,April,,
342980,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,"$69,086.00",Single,Aurora,"$19,480.50",2018 Promotion,2018,2,February,,
830547,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$51,111.00",Single,Star,"$4,271.20",Standard,2018,5,May,,
264936,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,"$4,272.81",Standard,2013,8,August,,
436498,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$4,272.81",Standard,2013,11,November,2016,3
976513,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,"$92,067.00",Married,Star,"$4,273.59",Standard,2014,8,August,,
828776,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$60,899.00",Married,Star,"$4,274.62",Standard,2017,5,May,,
240362,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,"$58,756.00",Married,Star,"$4,276.36",Standard,2014,10,October,,
137845,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,"$88,445.00",Married,Star,"$4,277.27",Standard,2013,6,June,,
430569,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,"$87,462.00",Married,Star,"$4,277.56",Standard,2016,10,October,,
317001,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,"$61,809.00",Married,Star,"$4,282.95",Standard,2018,8,August,,
625870,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$61,809.00",Married,Star,"$4,282.95",Standard,2013,8,August,,
660554,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,"$61,809.00",Married,Star,"$4,282.95",Standard,2017,10,October,,
917630,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,"$61,809.00",Married,Star,"$4,282.95",Standard,2016,12,December,,
670686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,"$4,291.06",Standard,2018,5,May,,
717660,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,"$4,293.01",Standard,2015,3,March,,
450621,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$77,083.00",Married,Star,"$4,296.60",Standard,2015,3,March,,
939562,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,"$95,467.00",Married,Star,"$4,297.02",Standard,2016,12,December,,
135250,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,"$88,089.00",Married,Star,"$4,298.66",Standard,2013,8,August,,
714555,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$64,387.00",Divorced,Star,"$4,299.84",Standard,2013,8,August,,
947868,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,"$96,733.00",Married,Star,"$4,300.90",Standard,2012,5,May,,
573661,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,"$86,098.00",Single,Star,"$4,303.64",Standard,2018,8,August,,
228580,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$54,643.00",Single,Star,"$4,305.79",Standard,2012,5,May,,
557500,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,"$49,606.00",Married,Star,"$4,305.81",Standard,2015,11,November,,
238233,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,"$85,577.00",Married,Star,"$4,307.42",Standard,2017,4,April,,
979309,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,"$63,654.00",Single,Star,"$4,312.77",Standard,2013,3,March,,
342483,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Aurora,"$23,706.11",2018 Promotion,2018,3,March,,
833569,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Star,"$4,314.07",Standard,2017,9,September,,
120046,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,"$56,411.00",Married,Star,"$4,314.17",Standard,2017,7,July,,
816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,"$56,411.00",Married,Star,"$4,314.17",Standard,2018,6,June,,
717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,"$62,093.00",Married,Star,"$4,315.79",Standard,2015,9,September,,
384146,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,"$48,890.00",Married,Nova,"$2,790.23",2018 Promotion,2018,4,April,2018,12
245465,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,"$69,818.00",Married,Star,"$4,319.15",Standard,2015,8,August,,
510372,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Divorced,Star,"$4,322.24",Standard,2018,7,July,,
709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,"$82,427.00",Married,Star,"$4,327.10",Standard,2013,1,January,,
156031,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,"$84,981.00",Married,Star,"$4,328.37",Standard,2014,12,December,2015,8
143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$76,159.00",Married,Star,"$4,330.39",Standard,2013,1,January,,
602176,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,"$76,159.00",Married,Star,"$4,330.39",Standard,2016,8,August,2018,5
870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$76,159.00",Married,Star,"$4,330.39",Standard,2016,4,April,,
958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$76,159.00",Married,Star,"$4,330.39",Standard,2015,12,December,,
837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$60,928.00",Married,Star,"$4,330.77",Standard,2014,10,October,,
395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,"$4,330.80",Standard,2013,12,December,,
136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,"$92,131.00",Married,Star,"$4,331.46",Standard,2012,9,September,,
780631,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$92,131.00",Married,Star,"$4,331.46",Standard,2018,11,November,,
166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2014,8,August,,
217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2013,9,September,,
263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2014,5,May,,
638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2013,11,November,,
695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2012,12,December,,
871203,Canada,Ontario,Toronto,M1R 4K3,Male,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2017,12,December,,
915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,"$114,551.00",Single,Star,"$4,334.06",Standard,2015,7,July,,
642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$94,908.00",Married,Star,"$4,335.35",Standard,2014,2,February,,
833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$4,340.86",Standard,2014,2,February,,
275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,"$87,262.00",Married,Star,"$4,349.31",Standard,2016,1,January,,
374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,"$87,262.00",Married,Star,"$4,349.31",Standard,2015,10,October,,
384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,"$87,262.00",Married,Star,"$4,349.31",Standard,2012,8,August,,
559233,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,"$87,262.00",Married,Star,"$4,349.31",Standard,2018,7,July,,
564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$87,262.00",Married,Star,"$4,349.31",Standard,2013,8,August,,
277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,"$94,838.00",Divorced,Star,"$4,358.76",Standard,2012,8,August,,
176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,"$90,142.00",Married,Star,"$4,361.37",Standard,2015,12,December,2016,8
732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,"$90,142.00",Married,Star,"$4,361.37",Standard,2015,9,September,,
793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$4,362.77",Standard,2016,2,February,,
830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,"$4,362.77",Standard,2015,4,April,,
223684,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$74,964.00",Married,Star,"$4,362.93",Standard,2018,7,July,,
723262,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,"$74,964.00",Married,Star,"$4,362.93",Standard,2018,10,October,,
879892,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,"$71,797.00",Divorced,Star,"$4,363.12",Standard,2018,5,May,,
966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,"$71,797.00",Divorced,Star,"$4,363.12",Standard,2012,9,September,,
258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,"$4,363.20",Standard,2016,7,July,2017,3
265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,"$64,692.00",Single,Star,"$4,364.31",Standard,2013,6,June,,
474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,"$218,703.00",Married,Star,"$4,365.26",Standard,2015,11,November,2018,1
474172,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$50,951.00",Single,Star,"$4,369.04",Standard,2015,5,May,2016,3
202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,"$245,427.00",Married,Star,"$4,373.36",Standard,2017,3,March,,
497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,"$245,427.00",Married,Star,"$4,373.36",Standard,2015,3,March,,
971902,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Star,"$4,376.08",Standard,2014,1,January,2015,11
134279,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,"$78,573.00",Divorced,Star,"$4,376.36",Standard,2018,8,August,,
474757,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,"$78,573.00",Divorced,Star,"$4,376.36",Standard,2014,4,April,2015,5
635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$78,573.00",Divorced,Star,"$4,376.36",Standard,2015,3,March,,
980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,"$78,573.00",Divorced,Star,"$4,376.36",Standard,2017,2,February,,
995693,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,"$78,573.00",Divorced,Star,"$4,376.36",Standard,2018,5,May,,
861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Star,"$4,377.53",Standard,2013,9,September,,
639383,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$46,978.00",Married,Star,"$4,381.18",Standard,2018,10,October,,
769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,"$61,040.00",Married,Star,"$4,381.88",Standard,2016,3,March,,
884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,"$61,040.00",Married,Star,"$4,381.88",Standard,2018,7,July,,
207372,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,"$93,733.00",Single,Star,"$4,383.15",Standard,2017,12,December,,
236300,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,"$55,522.00",Married,Star,"$4,384.35",Standard,2015,8,August,2016,8
543553,Canada,Ontario,Toronto,P1J 8T7,Female,Master,"$72,027.00",Single,Star,"$4,386.28",Standard,2018,11,November,,
639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,"$72,027.00",Single,Star,"$4,386.28",Standard,2012,4,April,,
998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,"$51,427.00",Married,Star,"$4,389.28",Standard,2016,7,July,,
283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,"$4,389.95",Standard,2016,4,April,,
863122,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,"$52,922.00",Married,Star,"$4,395.89",Standard,2018,5,May,,
816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,"$4,398.05",Standard,2015,11,November,,
440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,"$68,812.00",Married,Star,"$4,419.12",Standard,2016,9,September,,
531201,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Star,"$4,419.54",Standard,2012,8,August,,
585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,"$4,423.69",Standard,2016,3,March,,
347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,"$78,444.00",Married,Star,"$4,425.75",Standard,2012,9,September,,
417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$91,100.00",Married,Star,"$4,425.91",Standard,2015,2,February,,
514900,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,"$91,100.00",Married,Star,"$4,425.91",Standard,2018,7,July,,
203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,"$53,610.00",Married,Star,"$4,426.10",Standard,2013,11,November,,
181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,"$74,770.00",Married,Star,"$4,428.03",Standard,2015,4,April,,
261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,"$74,770.00",Married,Star,"$4,428.03",Standard,2012,7,July,,
679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$74,770.00",Married,Star,"$4,428.03",Standard,2014,9,September,,
977693,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Nova,"$2,887.74",2018 Promotion,2018,2,February,,
122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,"$49,512.00",Married,Star,"$4,430.57",Standard,2016,6,June,,
274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$57,188.00",Married,Star,"$4,434.41",Standard,2013,9,September,2018,3
443967,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,"$73,327.00",Single,Nova,"$3,086.87",2018 Promotion,2018,3,March,,
652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$96,749.00",Divorced,Star,"$4,439.90",Standard,2013,10,October,,
603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Star,"$4,443.63",Standard,2014,3,March,,
948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,"$86,499.00",Married,Star,"$4,447.42",Standard,2014,12,December,,
605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,"$4,455.84",Standard,2016,12,December,,
994377,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$53,530.00",Single,Star,"$4,456.02",Standard,2013,12,December,,
766927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$71,936.00",Divorced,Star,"$4,457.94",Standard,2016,4,April,,
556492,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Nova,"$3,099.54",2018 Promotion,2018,3,March,,
702588,Canada,Alberta,Banff,T4V 1D4,Male,Master,"$94,440.00",Divorced,Star,"$4,458.11",Standard,2016,11,November,,
798248,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,"$94,440.00",Divorced,Star,"$4,458.11",Standard,2012,5,May,,
641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$83,194.00",Married,Star,"$4,462.45",Standard,2015,11,November,,
406047,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,"$4,463.00",Standard,2017,3,March,,
538902,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,"$4,463.00",Standard,2017,10,October,,
855602,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,"$60,704.00",Single,Nova,"$3,133.50",2018 Promotion,2018,3,March,,
883242,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,"$4,463.00",Standard,2018,10,October,,
909134,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,"$4,463.00",Standard,2016,5,May,,
294753,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,"$4,463.61",Standard,2015,1,January,,
606076,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,"$77,162.00",Married,Star,"$4,465.34",Standard,2018,11,November,,
120613,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,"$4,466.10",Standard,2018,12,December,,
520094,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,"$52,881.00",Married,Star,"$4,466.98",Standard,2016,10,October,,
754539,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,"$4,467.71",Standard,2016,6,June,,
189611,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,"$4,468.22",Standard,2012,10,October,,
971599,Canada,Alberta,Banff,T4V 1D4,Male,College,,Single,Star,"$4,468.51",Standard,2013,6,June,,
485189,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Star,"$4,471.75",Standard,2012,9,September,,
521384,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$71,069.00",Married,Star,"$4,472.33",Standard,2016,1,January,,
128039,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,"$94,052.00",Married,Star,"$4,474.48",Standard,2014,9,September,,
565133,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$62,202.00",Divorced,Star,"$4,477.45",Standard,2013,4,April,,
947876,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,"$101,171.00",Married,Star,"$4,479.02",Standard,2018,12,December,,
138746,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,"$57,020.00",Married,Star,"$4,479.49",Standard,2012,12,December,,
564707,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,"$57,020.00",Married,Star,"$4,479.49",Standard,2013,10,October,,
712114,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,"$87,293.00",Married,Nova,"$3,235.36",2018 Promotion,2018,4,April,,
174996,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Star,"$4,488.13",Standard,2014,10,October,,
798854,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,"$4,491.91",Standard,2017,6,June,,
800075,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,"$62,621.00",Single,Star,"$4,492.23",Standard,2016,2,February,,
410384,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,"$4,492.52",Standard,2012,9,September,,
692304,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,"$4,492.52",Standard,2016,10,October,,
991672,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,"$4,502.41",Standard,2017,4,April,,
344180,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,"$4,502.67",Standard,2017,7,July,,
703338,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,"$4,502.87",Standard,2018,11,November,,
922388,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,"$91,236.00",Married,Star,"$4,505.40",Standard,2016,12,December,,
471018,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,"$50,047.00",Married,Star,"$4,505.84",Standard,2015,8,August,2017,4
655743,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,"$60,806.00",Single,Star,"$4,505.85",Standard,2013,7,July,,
787472,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,"$4,506.66",Standard,2017,9,September,,
667687,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,"$4,512.20",Standard,2018,11,November,,
348920,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,"$95,947.00",Married,Star,"$4,515.18",Standard,2013,4,April,,
523394,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,"$95,947.00",Married,Star,"$4,515.18",Standard,2014,11,November,,
430521,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,"$47,639.00",Divorced,Star,"$4,515.45",Standard,2018,12,December,,
981581,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,"$71,398.00",Married,Star,"$4,517.91",Standard,2013,10,October,,
639510,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,"$4,518.02",Standard,2012,12,December,,
744675,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,"$60,757.00",Married,Star,"$4,521.19",Standard,2015,2,February,,
289177,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,"$55,909.00",Married,Star,"$4,525.28",Standard,2014,12,December,,
271641,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,"$3,256.77",2018 Promotion,2018,3,March,2018,12
357149,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,"$4,526.13",Standard,2016,5,May,,
876207,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,"$99,902.00",Married,Star,"$4,526.95",Standard,2014,7,July,,
224384,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$97,789.00",Married,Star,"$4,528.74",Standard,2013,4,April,,
650445,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$79,568.00",Married,Star,"$4,529.06",Standard,2016,8,August,,
399982,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$4,529.98",Standard,2013,6,June,,
228984,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,"$57,254.00",Married,Star,"$4,530.53",Standard,2015,11,November,,
221388,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Star,"$4,531.37",Standard,2013,7,July,,
710053,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,"$49,253.00",Married,Star,"$4,531.37",Standard,2016,6,June,,
591576,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,"$4,531.68",Standard,2012,11,November,,
696577,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,"$58,713.00",Single,Nova,"$3,757.80",2018 Promotion,2018,4,April,,
836475,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$75,487.00",Married,Star,"$4,540.38",Standard,2014,8,August,,
686223,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,"$33,651.00",Married,Nova,"$3,837.45",2018 Promotion,2018,4,April,,
450979,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,"$4,541.26",Standard,2018,11,November,,
